,ingredients,Calcium,Carbohydrate,Cholesterol,Fatty_acids_total_saturated,Fatty_acids_total_trans,Fiber,Iron,Protein,Sodium,Sugars,Fat,Energy
3883,"cultured grade a low fat milk, water, sugar, contains 1 of modified corn starch, kiwi puree, whey mineral complex, natural flavors, pectin, fruit juice and vegetable juice , malic acid, potassium sorbate , vitamin d3, sodium citrate, agar agar",108.0,10.75,5.0,0.0,0.0,0.0,0.0,2.15,43.0,10.75,0.54,65.0
3884,"cultured grade a lowfat milk, mixed berry flavor , sugar, water, whey protein concentrate, food starch-modified , vitamins , potassium sorbate",97.0,19.81,7.0,0.72,0.0,0.0,0.7,3.38,46.0,17.39,1.21,101.0
3885,"cultured grade a pasteurized nonfat milk, sugar, modified startch, natural and artificial falvors, pectin, locust bean gum, sorbate , natural colors , natural sweetener , vitamin a palmitate, vitamin d contains viable lactobacillus acidophilus, bifidobacterium longum, streptococcus thermophilus and lactobacillus bulgaricus",100.0,8.75,0.0,0.0,0.0,0.0,0.0,2.5,38.0,7.5,0.0,50.0
3886,"cultured grade a reduced fat milk, water, strawberry puree, date paste, pomegranate juice, blueberry puree, 1: red beets, ground chia seeds, natural flavors, fruit & vegetable juice , lemon juice concentrate, acacia gum, pectin, vitamin d3",150.0,9.18,5.0,0.97,0.0,1.4,0.14,3.38,58.0,6.76,1.69,63.0
3887,"cultured milk, puree concentrates , water, pomegranate juice concentrate, natural flavors, beet juice concentrate , pectin live and active cultures: streptococcus thermophilus, lactobacillus bulgaricus, bifidobacterium, lactobacillus acidophilus",112.0,8.82,12.0,1.76,0.0,0.6,0.12,3.53,53.0,7.65,2.94,76.0
3888,"cultured organic rice , banana puree, almonds, spirulina, xanthan gum, natural vanilla and banana flavors, alfalfa, wheat grass, oat grass, barley grass, kamut grass",17.0,14.35,0.0,0.42,0.0,1.7,0.46,2.11,15.0,12.24,1.05,80.0
3889,"cultured pasteurized grade a skim milk, water, heavy cream, aloe vera puree, guanabana fruit puree, cane sugar, natural sweetener , pectin",11.0,9.18,5.0,0.72,0.0,0.1,0.034,2.42,12.0,5.31,1.45,58.0
3890,"cultured pasteurized organic low fat milk, organic sugar, organic banana puree, organic strawberry juice from concentrate, natural flavor, pectin, organic beet juice concentrate , vitamin d3",113.0,13.56,6.0,0.56,0.0,0.0,0.0,3.39,48.0,12.99,1.13,79.0
3891,"cultured pasteurized organic low fat milk, organic sugar, organic raspberry puree, natural flavor, organic carrot juice concentrate , pectin, organic beet juice concentrate , vitamin d3 contains six live active cultures: s thermophilus, l bulgaricus, l acidophilus, bifidus, l casei and l rhamnosus",119.0,13.559999999999999,5.0,0.68,0.0,0.3,0.0,3.3899999999999997,47.0,13.220000000000002,1.02,78.0
3892,"cultured, pasteurized grade a skim milk, water, cream, natural strawberry puree & flavor, cane sugar, pectin",17.0,13.22,7.0,0.66,0.0,0.0,0.0,2.64,46.0,12.78,1.32,66.0
3893,"cultured, pasteurized grade a skim milk, water, heavy cream, cane sugar, natural pineapple puree, natural coconut flavor, pectin",82.0,14.98,7.0,0.97,0.0,0.0,0.0,2.42,41.0,14.49,1.45,82.0
3894,cupuacu puree,0.0,10.0,0.0,0.0,0.0,2.0,0.36,1.0,10.0,5.0,0.0,45.0
3895,"currant juice , corn syrup, high fructose corn syrup, fruit pectin, citric acid and sodium citrate",0.0,54.166666666666664,0.0,0.0,0.0,0.0,0.0,0.0,41.666666666666664,41.666666666666664,0.0,208.33333333333334
3896,"currant juice, high fructose corn syrup, corn syrup, fruit pectin, citric acid, sodium citrate",0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,60.0,0.0,250.0
3897,"currant raisins, vegetable oil",86.0,74.29,0.0,0.0,0.0,3.8000000000000003,1.9066666666666665,2.86,0.0,68.57,0.0,286.0
3898,curuba pulp,381.0,3.09,0.0,0.0,0.0,0.0,0.56,3.09,1.0,0.0,0.0,32.0
3899,cut broccoli,24.0,3.53,0.0,0.0,0.0,2.4,0.42,2.35,12.0,1.18,0.0,29.0
3900,cut corn,0.0,18.088125,0.0,0.0,0.0,2.45,0.3875,2.4725,12.0,4.9818750000000005,1.040625,87.5625
3901,"cut corn, black beans, diced green peppers, diced red peppers",0.0,16.47,0.0,0.0,0.0,3.5,0.85,3.53,0.0,2.35,0.0,82.0
3902,"cut corn, carrots, green peas, cut green beans, salt",0.0,13.33,0.0,0.0,0.0,3.2999999999999994,0.4000000000000001,3.33,61.0,4.44,0.0,67.0
3903,"cut green asparagus, water, salt",0.0,2.52,0.0,0.0,0.0,0.8,0.3,1.68,319.0,0.84,0.0,17.0
3904,cut green beans,37.0,5.997142857142857,0.0,0.0,0.0,3.3,0.8966666666666666,1.339047619047619,4.0,1.5847619047619048,0.25142857142857145,30.523809523809526
3905,"cut green beans, broccoli, carrots, mung bean sprouts, onion",20.571428571428573,5.04,0.0,0.0,0.0,2.057142857142857,0.36,1.0114285714285713,15.428571428571429,2.0142857142857147,0.0,24.857142857142858
3906,"cut green beans, water",25.26086956521739,3.069130434782609,0.0,0.0,0.0,1.4565217391304348,0.37521739130434784,0.8273913043478259,10.434782608695652,1.4117391304347826,0.0,16.91304347826087
3907,"cut green beans, water and salt",15.454545454545455,3.320909090909091,0.0,0.0,0.0,1.7,0.6772727272727272,0.83,244.72727272727272,1.660909090909091,0.0,17.0
3908,"cut green beans, water, monosodium glutamate, salt, dehydrated onion, sugar, spices, calcium disodium edta , bacon fat and natural smoke flavor",34.0,5.98,0.0,0.0,0.0,2.6,0.62,1.71,556.0,1.71,0.0,30.0
3909,"cut green beans, water, monosodium glutamate, salt, dehydrated onion, sugar, spices, rendered bacon fat and natural hickory smoke flavor",34.0,5.93,0.0,0.0,0.0,1.7,0.31,1.69,483.0,1.69,0.0,25.0
3910,"cut green beans, water, monosodium glutamate, salt, dehydrated onion, sugar, spices, rendered bacon fat, natural hickory smoke flavor",30.0,5.93,0.0,0.0,0.0,1.7,0.0,1.69,483.0,2.88,0.0,25.0
3911,"cut green beans, water, salt",24.68,3.33,0.0,0.0,0.0,1.7,0.31679999999999997,0.83,245.0,1.67,0.0,17.0
3912,"cut hearts of palm, water, salt and citric acid",30.0,6.0,0.0,0.0,0.0,4.0,0.0,2.0,255.0,0.0,0.0,15.0
3913,"cut italian green beans, water, monosodium glutamate, salt, dehydrated onion, sugar, spices, calcium disodium edta , bacon fat and natural smoke flavor",31.0,5.47,0.0,0.0,0.0,2.3,0.56,1.56,508.0,1.56,0.0,27.0
3914,"cut italian green beans, water, salt, pork flavor , bouillon , natural smoke flavor and spice extractives",17.0,1.67,0.0,0.0,0.0,0.8,0.33,0.8299999999999998,475.0,0.8299999999999998,0.0,17.0
3915,cut leaf spinach,123.54545454545455,5.13,0.0,0.0,0.0,2.6,2.2381818181818183,3.85,6.0,0.0,0.0,45.0
3916,cut okra,77.86666666666666,6.057333333333333,0.0,0.0,0.0,3.05,0.22999999999999998,1.1826666666666665,14.0,2.158666666666667,0.0,29.6
3917,"cut okra, water, salt, glucono-delta-lactone, erythorbic acid, calcium chloride",49.0,3.28,0.0,0.0,0.0,2.5,0.59,0.82,131.0,0.0,0.0,16.0
3918,cut supersweet corn,0.0,15.050000000000002,0.0,0.0,0.0,2.2,0.21666666666666667,2.15,5.0,6.45,1.08,75.0
3919,cut sweet corn,0.0,15.050000000000002,0.0,0.0,0.0,2.2,0.38999999999999996,2.15,5.0,6.45,1.08,75.0
3920,"cut sweet potatoes, water, calcium chloride and sweetener, sucralose",90.0,12.65,0.0,0.0,0.0,1.8,0.43,1.2,36.0,2.41,0.0,54.0
3921,"cut sweet potatoes, water, sugar",13.333333333333334,24.175,0.0,0.0,0.0,1.883333333333333,0.8416666666666667,0.19999999999999998,24.833333333333332,12.601666666666667,0.0,99.5
3922,daikon radish,0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,20.0,2.35,0.0,20.0
3923,"daikon radish, red stem radish, and purple radish varieties",50.0,7.14,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,36.0
3924,"damson plum, sugar, cane sugar, concentrated lemon juice, fruit pectin",0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,250.0
3925,"dark chocolate , soy lecithin added as an emulsifier, salt, and natural flavor), dried strawberries , fd&c red #40)",100.0,63.33,0.0,11.67,0.0,3.3,4.33,3.3299999999999996,133.0,53.33,16.67,400.0
3926,dark raisins,51.0,78.38,0.0,0.0,0.0,2.7,2.7,2.7,0.0,59.46,0.0,297.0
3927,"dark raisins, pineapple , golden raisins , dried cranberries , dried apples",38.0,83.78,0.0,0.0,0.0,5.400000000000001,10.81,0.0,68.0,64.86,0.0,324.0
3928,dark sweet cherries,10.81,16.32875,0.0,0.0,0.0,1.999,0.37935,0.96855,0.0,13.5067,0.1313,68.09
3929,"dark sweet cherries , cultivated blueberries , mango , blackcurrant",12.444444444444445,15.71,0.0,0.0,0.0,2.9,0.45333333333333337,0.71,0.0,11.43,0.0,64.0
3930,"dark sweet cherries, cultivated blueberries, mango, blackcurrant",14.0,14.29,0.0,0.0,0.0,2.1,0.26,0.71,0.0,11.43,0.36,57.0
3931,"dark sweet cherries, dark tart cherries",14.0,14.289999999999997,0.0,0.0,0.0,1.4,0.0,0.71,0.0,5.0,0.0,64.0
3932,"dark sweet cherries, dark tart cherries, red tart cherries",19.0,15.22,0.0,0.0,0.0,0.0,0.0,0.72,0.0,13.040000000000001,0.0,65.0
3933,"dark sweet cherries, invert sugar, bananas, strawberries, red tart cherries, citric acid and ascorbic acid to promote color retention",0.0,28.320000000000004,0.0,0.0,0.0,1.8,0.3499999999999999,0.88,0.0,24.78,0.0,106.0
3934,"dark sweet cherries, plums, wild blueberries, cacao nibs",18.0,15.709999999999999,0.0,2.5,0.0,3.6,1.64,1.43,0.0,10.0,4.29,93.0
3935,"dark sweet cherries, pure cane sugar, pectin, fruit acid",0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,250.0
3936,"dark sweet cherries, red tart cherries",14.0,15.0,0.0,0.0,0.0,2.1,0.43,0.71,0.0,12.14,0.0,57.0
3937,"dark sweet cherries, red tart cherries, blueberries, strawberries",14.0,12.14,0.0,0.0,0.0,2.1,0.43,0.71,0.0,8.57,0.36,50.0
3938,"dark sweet cherries, tart cherries, blueberries, strawberries",14.0,12.14,0.0,0.0,0.0,2.1,0.43,0.71,0.0,8.57,0.36,50.0
3939,dark sweet cherry concentrate,100.0,73.33,0.0,0.0,0.0,0.0,2.4,6.67,150.0,66.67,0.0,300.0
3940,dark sweet pitted cherries,13.875,15.848749999999999,0.0,0.0,0.0,2.1,0.35,0.96875,0.0,12.75875,0.0,63.625
3941,"dark sweet pitted cherries, water, high fructose corn syrup, corn syrup",0.0,24.0,0.0,0.0,0.0,1.6,0.58,0.8,4.0,16.0,0.0,104.0
3942,"dark sweet pitted cherries, water, sugar",1.9545454545454546,22.481363636363636,0.0,0.0,0.0,1.481818181818182,0.6304545454545454,0.4563636363636364,4.0,17.518636363636364,0.0,101.63636363636364
3943,"dashin, yams, pumpkin, sweet potatoes, cassava, plantain",0.0,27.059999999999995,0.0,0.0,0.0,2.4,0.0,1.18,12.0,1.18,0.0,118.0
3944,"dates pulp, sugar, glucose syrup, cellulose fibers, preservative , citric acid",0.0,80.0,0.0,0.0,0.0,5.0,0.0,7.5,25.0,72.5,0.0,300.0
3945,"dates, sugar, apples, grape juice, hazelnuts, cinnamon, preservative , citric acid",0.0,70.0,0.0,0.5,0.0,2.5,0.0,5.0,25.0,65.0,2.5,300.0
3946,"dates, sugar, preservative , citric acid",0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,300.0
3947,"dates, water, cinnamon, lactic acid",0.0,38.89,0.0,0.0,0.0,5.6,0.0,0.0,0.0,33.33,0.0,139.0
3948,"dates, water, distilled orange blossoms, distilled rose petals",0.0,57.14000000000001,0.0,0.0,0.0,4.8,0.0,0.0,0.0,47.62,0.0,214.0
3949,"dates, water, natural vanilla flavor, lactic acid",0.0,38.89,0.0,0.0,0.0,5.6,0.0,0.0,0.0,27.78,0.0,139.0
3950,de-germinated white corn,0.0,78.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,2.0,360.0
3951,"dehydrated butternut squash, potato flakes, dehydrated carrots, canola and/or soybean oil",146.0,78.57,0.0,0.0,0.0,14.300000000000002,3.57,7.14,89.0,14.29,1.79,357.0
3952,dehydrated chives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3953,"dehydrated ground chickpeas, wheat flour, ground cumin, garlic powder, sodium bicarbonate, potassium chloride, ground coriander seeds, tetrasodium pyrophosphate, salt, dehydrated parsley, artificial flavor ,falafel mix dehydrated ground chickpeas , wheat flour , ground cumin, garlic powder, raising agents , potassium chloride, ground coriander seeds, salt, dehydrated parsley, flavourings",100.0,66.67,0.0,1.67,0.0,10.0,0.0,16.67,900.0,6.67,23.33,533.0
3954,"dehydrated idaho potatoes , mono- and diglycerides",0.0,81.82,0.0,0.0,0.0,9.1,0.0,9.09,91.0,0.0,0.0,364.0
3955,dehydrated onions,0.0,66.67,0.0,0.0,0.0,8.3,0.0,0.0,0.0,33.33,0.0,333.0
3956,dehydrated porcini,0.0,57.14,0.0,0.0,0.0,28.6,10.29,28.57,0.0,0.0,0.0,357.0
3957,dehydrated potato,0.0,78.95,0.0,0.0,0.0,5.3,0.0,5.26,53.0,0.0,0.0,368.0
3958,"dehydrated potato flakes, mono and digycerides, sodium acid pyprophosphate, citric acid",0.0,83.33,0.0,0.0,0.0,8.3,0.0,8.33,0.0,0.0,0.0,333.0
3959,"dehydrated potato flakes, seasoning (salt, whey, maltodextrin, buttermilk, sour cream , monosodium glutamate, onion powder, sugar, sweet cream solids, food starch modified , non fat dry milk, sodium diacetate, natural",0.0,76.19,0.0,0.0,0.0,4.8,0.0,9.52,1571.0,4.76,0.0,333.0
3960,"dehydrated potato flakes, seasoning (whey, corn starch, salt, maltodextrin, garlic powder, sodium phosphate, soybean oil to reduce dusting, non fat dry milk, partially hydrogenated soybean oil, parsley, corn syrup solids, natural and artificial flavors,",0.0,80.95,0.0,0.0,0.0,4.8,0.0,9.52,1667.0,4.76,0.0,333.0
3961,"dehydrated potato flakes, seasoning , mono and diglycerides, sodium acid phosphate, citric acid",15.833333333333334,77.93777777777778,0.0,0.0,0.0,4.633333333333333,0.0,9.246666666666666,1578.8333333333333,3.9666666666666663,0.0,338.0
3962,"dehydrated potato flakes, seasoning blend , mono and diglycerides, sodium acid phosphate, citric acid",0.0,76.19,0.0,0.0,0.0,4.8,0.0,9.52,1714.0,9.52,2.38,381.0
3963,"dehydrated potato slices , corn syrup solids, salt, vinegar powder , sugar, food starch-modified , dill, spices, onion, sherry wine powder (maltodextrin",88.0,81.82,0.0,0.0,0.0,9.1,1.52,6.06,1667.0,3.03,0.0,364.0
3964,"dehydrated potato slices , corn syrup solids, salt, vinegar powder , sugar, food starch-modified , dill, spices, onion, sherry wine powder , sulfites, natural flavor), soybean oil to reduce dusting, disodium inosinate, disodium guanylate, silicon dioxide to reduce caking, natural flavor",88.0,81.82,0.0,0.0,0.0,9.1,1.52,6.06,1667.0,3.03,0.0,364.0
3965,"dehydrated potato slices , salad mustard powder , sugar, corn syrup solids, salt, food sta",0.0,84.85,0.0,0.0,0.0,9.1,1.21,6.06,909.0,3.03,0.0,364.0
3966,"dehydrated potato slices , salad mustard powder , sugar, corn syrup solids, salt, food starch-modified , vinegar powder , spices, onion powder, turmeric extract added for color, citric acid, soybean oil to reduce dusting, silicon dioxide to reduce caking",0.0,84.85,0.0,0.0,0.0,9.1,1.21,6.06,909.0,3.03,0.0,364.0
3967,"dehydrated potato slices , salt, corn syrup solids, cultured sour cream , spices, onion, sugar, cheddar cheese , vinegar powder (maltodextri",106.0,81.82,0.0,0.0,0.0,9.1,1.52,6.06,1515.0,3.03,1.52,364.0
3968,"dehydrated potato slices , salt, corn syrup solids, cultured sour cream , spices, onion, sugar, cheddar cheese , vinegar powder , garlic powder, food starch-modified , non-fat dry milk, natural flavors, lactic acid powder, sodium diacetate, soybean oil to reduce dusting, disodium inosinate, disodium guanylate, citric acid, silicon dioxide to reduce caking, sodium phosphate, annatto extract added for color",106.0,81.82,0.0,0.0,0.0,9.1,1.52,6.06,1515.0,3.03,1.52,364.0
3969,"dehydrated potato slices preserved with sodium bisulfite, sauce mix",0.0,80.0,0.0,0.0,0.0,8.0,1.6,4.0,1844.4444444444443,0.0,0.0,360.0
3970,"dehydrated potato slices preserved with sodium bisulfite, sauce mix (corn starch, enriched wheat flour , salt, onion powder, non-fat dry milk, soybean oil, natural flavors, yeast extract,",0.0,80.0,0.0,0.0,0.0,8.0,1.6,4.0,1880.0,0.0,0.0,360.0
3971,"dehydrated potato slices preserved with sodium bisulfite, sauce mix (enriched flour , maltodextrin, corn starch, salt, spices, sodium phosphate, monosodium glutamate, soybean",0.0,80.0,0.0,0.0,0.0,8.0,1.6,4.0,1800.0,0.0,0.0,360.0
3972,dehydrated potato with emulsifier and preservative,5.196078431372549,78.95,0.0,0.10294117647058823,0.0,5.3,0.10294117647058823,10.013333333333332,79.0,0.5156862745098039,0.0,368.0
3973,"dehydrated potato with emulsifier and preservative , butter , nonfat milk, salt, maltodextrin, whey, contains 2 or less natural flavor, modified corn starch, dehydrated onion, lactic acid, calcium silicate, spice, disodium inosinate, disodium guanylate, color , preservative",143.0,71.43,18.0,5.36,0.0,3.6,0.0,7.14,1893.0,7.14,7.14,393.0
3974,"dehydrated potato with emulsifier and preservative , corn syrup solids, salt, maltodextrin, whey, palm oil, contains 2 or less nonfat milk, dehydrated garlic, sugar, natural flavor, dextrose, sodium caseinate, dipotassium phosphate, emulsifier , spice, citric acid, calcium silicate, guar gum, preservative , sodium silicoaluminate, disodium inosinate, disodium guanylate, color",71.0,75.0,0.0,1.7900000000000003,0.0,7.1,1.2900000000000003,7.14,1786.0,7.14,3.57,357.0
3975,"dehydrated potato with emulsifier and preservative , maltodextrin, corn syrup solids, salt, nonfat milk, natural flavor, palm oil, butter , sodium caseinate, dipotassium phosphate, emulsifier , citric acid, calcium silicate, guar gum, preservative , sodium silicoaluminate, color",59.166666666666664,75.0,0.0,3.57,0.0,3.6,0.0,7.14,1714.0,3.57,5.36,393.0
3976,"dehydrated potato with emulsifier and preservative , maltodextrin, corn syrup solids, salt, nonfat milk, natural flavor, palm oil, contains 2 or less butter , sodium caseinate, dipotassium phosphate, emulsifier , citric acid, calcium silicate, guar gum, preservative , sodium silicoaluminate, color",71.0,75.0,0.0,3.57,0.0,3.6,0.0,7.14,1607.0,3.57,5.36,393.0
3977,"dehydrated potato with emulsifier and preservative , maltodextrin, salt, cheddar cheese , contains 2 or less whey, sugar, parmesan cheese , monosodium glutamate, buttermilk, natural flavor, modified corn starch, nonfat milk, calcium silicate, romano cheese , disodium phosphate, dehydrated onion, partially hydrogenated soybean oil, lactic acid, blue cheese , reduced lactose whey, preservative , citric acid, color",87.0,78.26,0.0,0.0,0.0,4.3,0.0,8.7,1826.0,4.35,2.17,348.0
3978,"dehydrated potato with emulsifier and preservative , maltodextrin, salt, dehydrated garlic, contains 2 or less corn syrup solids, monosodium glutamate, palm oil, natural flavor, sugar, dehydrated onion, silicon dioxide, emulsifier , spice, sodium caseinate, dipotassium phosphate, guar gum, preservative , sodium silicoaluminate",0.0,78.26,0.0,0.0,0.0,4.3,0.0,8.7,1652.0,4.35,0.0,348.0
3979,"dehydrated potato with emulsifier and preservative , maltodextrin, salt, dehydrated garlic, corn syrup solids, monosodium glutamate, palm, natural flavor, sugar, dehydrated onion, silicon dioxide, emulsifer , spice, sodium caseinate, dipotassium phosphate, guar gum, preservative , sodium silicoaluminate",0.0,78.26,0.0,0.0,0.0,4.3,0.0,8.7,1652.0,4.35,0.0,348.0
3980,"dehydrated potato with emulsifier and preservative , maltodextrin, salt, nonfat milk, butter , contains 2 or less monosodium glutamate, spice, natural flavor, sugar, calcium silicate, dehydrated onion, modified corn starch, lactic acid, preservative",72.5,78.26,0.0,0.0,0.0,4.3,0.0,8.7,1739.0,4.35,2.17,348.0
3981,"dehydrated potato with emulsifier and preservative , maltodextrin, salt, nonfat milk, butter , contains 2 or less monosodium glutamate, spices, natural flavor, sugar, calcium silicate, dehydrated onion, modified corn starch, lactic acid, preservative",87.0,78.26,0.0,0.0,0.0,4.3,0.0,8.7,1739.0,4.35,2.17,348.0
3982,"dehydrated potato with emulsifier and preservative , salt, maltodextrin, palm oil, cheddar cheese , sour cream , contains 2 or less natural and artificial flavor, butter , nonfat milk, whey, imitation bacon bits , modified corn starch, corn syrup solids, sugar, calcium silicate, sweet cream , buttermilk, lactic acid, parmesan cheese , romano cheese , preservative , dehydrated onion, disodium phosphate, blue cheese , sodium caseinate, partially hydrogenated soybean oil, reduced-lactose whey, color , dipotassium phosphate, dehydrated chives, emulsifier , disodium guanylate, disodium inosinate, sodium silicoaluminate, sodium phosphate, hydrolyzed soy protein, silicon dioxide",214.0,71.43,18.0,3.5699999999999994,0.0,7.1,1.29,7.139999999999999,1786.0,3.5699999999999994,7.139999999999999,393.0
3983,"dehydrated potato with preservative , corn starch, cheddar cheese , salt, whey, monosodium glutamate, contains 2 or less partially hydrogenated soybean oil, enriched bleached flour , dehydrated onion, blue cheese , yeast extract, dehydrated garlic, disodium phosphate, color , reduced lactose whey, citric acid, sodium citrate",143.0,71.43,18.0,1.79,0.0,7.1,0.0,7.14,2500.0,3.57,5.36,357.0
3984,"dehydrated potato with preservative , corn starch, cheddar cheese , salt, whey, monosodium glutamate, partially hydrogenated soybean oil, enriched bleached flour , dehydrated onion, blue cheese , autolyzed yeast extract, dehydrated garlic, disodium phosphate, color , reduced lactose whey, citric acid, sodium citrate",143.0,71.43,18.0,1.79,0.0,7.1,0.0,7.14,2500.0,3.57,5.36,357.0
3985,"dehydrated potato with preservative , corn starch, enriched flour , sour cream , salt, modified tapioca starch, dehydrated chives, emulsifier , citric acid, disodium phosphate, artificial flavor, lactic acid, preservative",71.0,76.58666666666666,18.0,0.0,0.0,7.1,1.29,7.139999999999999,2071.0,3.5699999999999994,1.79,337.0
